id,name,status,link,urlname,description,created,city,country,localized_country_name,localized_location,state,join_mode,visibility,lat,lon,members,who,timezone,approved,key_photo.id,key_photo.highres_link,key_photo.photo_link,key_photo.thumb_link,key_photo.type,key_photo.base_url,next_event.id,next_event.name,next_event.yes_rsvp_count,next_event.time,next_event.utc_offset,category.id,category.name,category.shortname,category.sort_name,meta_category.id,meta_category.shortname,meta_category.name,meta_category.sort_name,meta_category.photo.id,meta_category.photo.highres_link,meta_category.photo.photo_link,meta_category.photo.thumb_link,meta_category.photo.type,meta_category.photo.base_url,group_photo.id,group_photo.highres_link,group_photo.photo_link,group_photo.thumb_link,group_photo.type,group_photo.base_url,events_url
25057217,R-Ladies PDX,active,https://www.meetup.com/R-Ladies-PDX/,R-Ladies-PDX,"<p>Our goal is to promote&nbsp;R and Data Science, exchange knowledge, and to create a network among &nbsp;traditionally underrepresented folks in STEM with an emphasis on the ladies. Our group welcomes people from all backgrounds and experience levels! While we do not restrict attendance, we do ask that attendees consider and respect that this group is lady-focused.</p>
<p> <br></p>
<p>RSVP Guest Policy: If you plan on bringing a guest to our events, we'd like to ask that your guest RSVP individually from their own account. If they do not use Meetup (totally understandable), please contact the organizers and we can add a +1 to your RSVP once we have more information on who they are. This is not a closed group by any means, but we do want to make sure we are facilitating a safe space for everyone.</p>
<p><br></p>
<p>Talk to us on Slack!&nbsp;Invite yourself to the <a href=""http://pdxdata.org/slack/"">PDX Data Slack</a> and join the #rladiespdx channel!</p>
<p>Github: <a href=""https://github.com/rladies-pdx"">http://github.com/rladies-pdx</a></p>
<p>Website:&nbsp;<a href=""http://rladies-pdx.rbind.io"">http://rladies-pdx.rbind.io</a> (Thanks to Alison Hill!)</p>
<p> <br></p>",1500532418e3,Portland,US,USA,"Portland, OR",OR,open,public,45.5,-122.69,82,R-Ladies,US/Pacific,TRUE,464491553,https://secure.meetupstatic.com/photos/event/7/b/4/1/highres_464491553.jpeg,https://secure.meetupstatic.com/photos/event/7/b/4/1/600_464491553.jpeg,https://secure.meetupstatic.com/photos/event/7/b/4/1/thumb_464491553.jpeg,event,https://secure.meetupstatic.com,244261258,November Meetup - All about Software/Data Carpentries + TidyText Group Activity,17,15120954e5,-28800000,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,,,,,,,https://api.meetup.com/R-Ladies-PDX/events
25039212,R-Ladies Quito,active,https://www.meetup.com/R-Ladies_Quito/,R-Ladies_Quito,"<p><span>¡La primera comunidad de Programación de R en Quito para las mujeres! Aquí encontrarás compañeras en el mundo de la programación en R, desde profesionales que tienen R como herramienta principal de trabajo hasta aficionadas que quieren aprender y seguir mejorando.</span> <br></p>
<p>Nuestros medios de contacto:</p>
<p> <br></p>
<p>Github:&nbsp;<a href=""https://github.com/RLadies-Quito/Material"">https://github.com/RLadies-Quito</a></p>
<p>Slack:&nbsp;<a href=""https://rladies-quito.slack.com"">https://rladies-quito.slack.com</a></p>
<p><span>Twitter:&nbsp;</span><span><a href=""https://twitter.com/RLadiesQuito"">@RLadiesQuito</a></span> <br></p>
<p>Email:&nbsp;<a href=""mailto:quito@rladies.org"">quito@rladies.org</a></p>
<p>Website:&nbsp;<a href=""http://www.r-ladies.com/"">http://www.r-ladies.com/</a></p>
<br>
<p><span>¡Unete, te esperamos! R-Ladies Quito, es un capítulo local de R-Ladies Global, que promueve la diversidad de género en la comunidad R, tanto en Quito como en todo el mundo, una comunidad open source donde mujeres nos apoyamos y nos ayudamos a crecer dentro de la comunidad de R. Además R-Ladies Global es un proyecto financiado por el R Consortium-Linux Foundation. Somos una comunidad pro-activa, inclusiva de las identidades queer, trans, y todas las minorías, nuestra prioridad es proporcionar un espacio comunitario seguro para desarrollar las habilidades y conocimientos de nuestras compañeras a través del aprendizaje, el compartir social y colaborativo. Como principio fundacional, no hay costo alguno para participar en cualquiera de nuestras comunidades de R-Ladies en todo el mundo. R-Ladies Quito te da la bienvenida, si alguien está interesada en impartir un taller o dar una charla en un evento de R-Ladies escribir a  quito[at]rladies[dot]org&nbsp;</span> <br></p>
<p> <br></p>
<p>The Quito's first R Programming community for self-identified women &amp; minority genders! A local chapter of R-Ladies Global, R-Ladies Quito exists to promote gender diversity in the R community, both in the Quito and worldwide. We are pro-actively inclusive of queer, trans, and all minority identities, with additional sensitivity to intersectional identities (which many lead R-Ladies are) - our priority is to provide a safe community space for anyone identifying as a minority gender who is interested in and/or working with R. As a founding principle, there is no cost or charge to participate in any of our 30+ R-Ladies communities around the world.</p>
<p>R-Ladies Quito welcomes members of all R proficiency levels, whether you're a new or aspiring R user, or an experienced R programmer interested in mentoring, networking &amp; expert upskilling. Our non-profit, civil society community is designed to develop our members' R skills &amp; knowledge through social, collaborative learning &amp; sharing. Supporting minority identity access to STEM skills &amp; careers, the Free Software Movement, and contributing to the global R community!</p>",1500409959e3,Quito,EC,Ecuador,"Quito, Ecuador","",open,public,-0.19,-78.5,88,R-Ladies,America/Guayaquil,TRUE,463553229,https://secure.meetupstatic.com/photos/event/c/f/e/d/highres_463553229.jpeg,https://secure.meetupstatic.com/photos/event/c/f/e/d/600_463553229.jpeg,https://secure.meetupstatic.com/photos/event/c/f/e/d/thumb_463553229.jpeg,event,https://secure.meetupstatic.com,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,463717001,https://secure.meetupstatic.com/photos/event/9/0/8/9/highres_463717001.jpeg,https://secure.meetupstatic.com/photos/event/9/0/8/9/600_463717001.jpeg,https://secure.meetupstatic.com/photos/event/9/0/8/9/thumb_463717001.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/R-Ladies_Quito/events
24820200,RLadiesCDMX,active,https://www.meetup.com/rladiescdmx/,rladiescdmx,"<p>R-Ladies CDMX es parte de&nbsp;<a href=""https://rladies.org/"">R-Ladies Global</a>, una organización mundial que busca generar una comunidad fuerte para compartir dudas, habilidades y apoyo sobre #RStats en una comunidad con perspectiva de género.<br></p>
<p>En R-Ladies CDMX nuestra meta es crear<span>&nbsp;una atmósfera amigable para mujeres interesadas en programar en R en la Ciudad de México.&nbsp;</span></p>
<p>¡Súmate a este Meetup para enterarte de los próximos eventos!&nbsp;</p>
<p><span>Si tienes dudas puedes escribirnos a cdmx[arroba]rladies[punto]org</span></p>
<p><span>Si quieres unirte a nuestro Slack de organización escríbenos un correo a con el asunto: RLadiesCDMX - Slack solicitud</span> <br></p>
<p>Para seguir nuestra noticias, síguenos en Twitter <a href=""https://twitter.com/RLadiesCDMX"">@RLadiesCDMX</a></p>
<p>Tutoriales y recursos en español sobre #RStats: <a href=""https://github.com/rladies/recursos_en_espanol"" class=""linkified"">https://github.com/rladies/recursos_en_espanol</a></p>
<p><b><span>Política y Código de Conducta de R-Ladies:</span><br></b></p>
<p>En la comunidad R-Ladies los puestos de responsabilidad como presentadoras y orientadoras son exclusivamente para personas que se identifican con el género femenino. Aún así la asistencia a las reuniones está abierta a personas de todos los géneros.</p>
<p>Siempre se dará prioridad a la participación femenina ya que este grupo nació con la intención de animar y apoyar a mujeres en los trabajos STEM (Science, Technology, Engineering &amp; Math) y en la comunidad de R. Las organizadoras de R-Ladies tienen la responsabilidad y el derecho de tomar las acciones oportunas para salvaguardar los intereses de la comunidad.</p>
<p><a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct#spanish"">Código de conducta completo.</a>&nbsp;También adherimos al&nbsp;<a href=""https://wiki.r-consortium.org/view/R_Consortium_and_the_R_Community_Code_of_Conduct"">código de conducta del R Consortium y del resto de la Comunidad R.</a>&nbsp;</p>",1499139383e3,México City,MX,Mexico,"México City, Mexico","",open,public,19.43,-99.14,247,Miembrxs,America/Mexico_City,TRUE,462521862,https://secure.meetupstatic.com/photos/event/a/3/8/6/highres_462521862.jpeg,https://secure.meetupstatic.com/photos/event/a/3/8/6/600_462521862.jpeg,https://secure.meetupstatic.com/photos/event/a/3/8/6/thumb_462521862.jpeg,event,https://secure.meetupstatic.com,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,462521862,https://secure.meetupstatic.com/photos/event/a/3/8/6/highres_462521862.jpeg,https://secure.meetupstatic.com/photos/event/a/3/8/6/600_462521862.jpeg,https://secure.meetupstatic.com/photos/event/a/3/8/6/thumb_462521862.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/rladiescdmx/events
26017877,R-Ladies Bogotá,active,https://www.meetup.com/R-Ladies-Bogota/,R-Ladies-Bogota,"<p>promote and encourage the active participation of women<br>with this type of programming languages, like R Language.</p>",1506119683e3,Bogotá,CO,Colombia,"Bogotá, Colombia","",open,public,4.63,-74.09,43,Membres,America/Bogota,TRUE,,,,,,,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,,,,,,,https://api.meetup.com/R-Ladies-Bogota/events
20659487,R-Ladies İzmiR,active,https://www.meetup.com/R-Ladies-%C4%B0zmiR/,R-Ladies-İzmiR,<p>This group aims to create a friendly community for women who is interested in R statistical programming language in İzmir.</p>,1475989218e3,Izmir,TR,Turkey,"Izmir, Turkey","",open,public,38.43,27.15,339,Members,Europe/Istanbul,TRUE,458576705,https://secure.meetupstatic.com/photos/event/d/d/8/1/highres_458576705.jpeg,https://secure.meetupstatic.com/photos/event/d/d/8/1/600_458576705.jpeg,https://secure.meetupstatic.com/photos/event/d/d/8/1/thumb_458576705.jpeg,event,https://secure.meetupstatic.com,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,,,,,,,https://api.meetup.com/R-Ladies-İzmiR/events
22202405,R-Ladies Adelaide,active,https://www.meetup.com/rladies-adelaide/,rladies-adelaide,"RLadies Adelaide is run by Maria and Helen, who both use the R coding language at work for data analysis, sorting and visualisation. 
<br>
<br>
<p>We organise workshops and talks to give you an insight into the many ways that people use R, and to get you started with R too. It doesn't matter whether you are a beginner or an experienced R coder, come and join us!<br></p>
<p>RLadies Adelaide is part of the international organisation RLadies, and aims to encourage more women to get involved in their local programming communities. We encourage all genders to attend our events, and aim always to create a welcoming environment. All talks and workshops at RLadies will be presented by women, in order to strengthen the presence of women in the coding community. <br></p>
<p>Our goal is to bring diversity into R community and get more women excited about technology! <br></p>
<p>We hope to see you at our next event!<br></p>",1486037613e3,Adelaide,AU,Australia,"Adelaide, Australia","",open,public,-34.93,138.6,140,Members,Australia/Adelaide,TRUE,463401646,https://secure.meetupstatic.com/photos/event/5/4/8/e/highres_463401646.jpeg,https://secure.meetupstatic.com/photos/event/5/4/8/e/600_463401646.jpeg,https://secure.meetupstatic.com/photos/event/5/4/8/e/thumb_463401646.jpeg,event,https://secure.meetupstatic.com,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,460145107,https://secure.meetupstatic.com/photos/event/1/3/f/3/highres_460145107.jpeg,https://secure.meetupstatic.com/photos/event/1/3/f/3/600_460145107.jpeg,https://secure.meetupstatic.com/photos/event/1/3/f/3/thumb_460145107.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/rladies-adelaide/events
22664282,R-Ladies Rio de Janeiro,active,https://www.meetup.com/R-Ladies-Rio/,R-Ladies-Rio,"<p><b>R-Ladies Rio </b>integra, orgulhosamente, a organização R-Ladies Global no Rio de Janeiro. <br>Nosso principal objetivo é promover a linguagem computacional estatística R, compartilhando conhecimento e promovendo a diversidade de gênero na comunidade R.</p>
<p>Toda e qualquer pessoa com interesse na linguagem é bem-vinda, independente do nível de conhecimento, iniciantes ou especialistas, em especial e principalmente quem se identifica com o gênero feminino. <br></p>
<p><span> <br></span></p>
<p><span>Buscamos proporcionar uma experiência livre de assédio para todos. <br> <br>Não toleramos nenhuma forma de assédio aos participantes.&nbsp;</span> <br></p>
<p><span> <br>As organizadoras têm a responsabilidade, compromisso e direito de tomar as ações oportunas para priorizar os interesses da comunidade, conforme os códigos de conduta abaixo:&nbsp; <br></span> <br></p>
<blockquote> 
 <p>R-Ladies: <a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct#portuguese"">https://github.com/rladies/starter-kit/wiki/Code-of-Conduct#portuguese</a></p> 
</blockquote>
<blockquote> 
 <p><span>R-Consortium:&nbsp;</span><a href=""https://wiki.r-consortium.org/view/R_Consortium_and_the_R_Community_Code_of_Conduct"">https://wiki.r-consortium.org/view/R_Consortium_and_the_R_Community_Code_of_Conduct</a></p> 
</blockquote>
<p><a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct"" class=""linkified""></a></p>",148820884e4,Rio de Janeiro,BR,Brazil,"Rio de Janeiro, Brazil","",approval,public_limited,-22.91,-43.2,319,R-Ladies,America/Sao_Paulo,TRUE,461316602,https://secure.meetupstatic.com/photos/event/8/e/f/a/highres_461316602.jpeg,https://secure.meetupstatic.com/photos/event/8/e/f/a/600_461316602.jpeg,https://secure.meetupstatic.com/photos/event/8/e/f/a/thumb_461316602.jpeg,event,https://secure.meetupstatic.com,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,461316664,https://secure.meetupstatic.com/photos/event/8/f/3/8/highres_461316664.jpeg,https://secure.meetupstatic.com/photos/event/8/f/3/8/600_461316664.jpeg,https://secure.meetupstatic.com/photos/event/8/f/3/8/thumb_461316664.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/R-Ladies-Rio/events
22066895,R-Ladies Budapest,active,https://www.meetup.com/R-Ladies-Budapest/,R-Ladies-Budapest,"<p>Az R-Ladies Budapest célja az adatelemzés, adatbányászat vagy konkrétan az R nyelv iránt érdeklődő, esetleg e területeken már jártas lányok/nők számára egy barátságos szakmai fórum létrehozása. A világ számos pontján működő rendezvényhez hasonlóan itt mindenki sztereotípiáktól mentes közegben fejlesztheti képességeit (akár a kezdetektől) és oszthatja meg tudását másokkal. <br></p>
<p>Kiket várunk? <br></p>
<p>Kortól függetlenül mindenkit, aki természettudományos vagy műszaki érdeklődéssel rendelkezik és izgatja az adatok világa. Semmilyen előzetes ismeretre nem támaszkodunk, de előnyt jelent, ha láttál már Excel táblát (esetleg néha eleged is lett belőle) vagy valaha programoztál akármilyen nyelven. <br></p>
<p>Ha kíváncsi vagy, gyere el egyik alkalmunkra és/vagy kövesd Twitter (<a href=""https://twitter.com/RLadiesBudapest"" class=""linkified"">https://twitter.com/RLadiesBudapest</a>) vagy Facebook (<a href=""https://www.facebook.com/RLadiesBudapest"" class=""linkified"">https://www.facebook.com/RLadiesBudapest</a>) csatornánkat! Ha kérdésed van, segíteni szeretnél a szervezésben vagy előadóként/mentorként megosztanád a tudásodat, keress meg bennünket a budapest@rladies.org e-mail címen. <br></p>
<p>This is a local chapter of <a href=""http://rladies.org"" class=""linkified"">http://rladies.org</a>, a world-wide organization to promote gender diversity in the R community.</p>",1485298222e3,Budapest,HU,Hungary,"Budapest, Hungary","",open,public,47.51,19.08,413,Members,Europe/Budapest,TRUE,458404700,https://secure.meetupstatic.com/photos/event/1/2/5/c/highres_458404700.jpeg,https://secure.meetupstatic.com/photos/event/1/2/5/c/600_458404700.jpeg,https://secure.meetupstatic.com/photos/event/1/2/5/c/thumb_458404700.jpeg,event,https://secure.meetupstatic.com,245307502,lightning_talks(R-Ladies),34,1513098e6,3600000,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,457814146,https://secure.meetupstatic.com/photos/event/3/7/4/2/highres_457814146.jpeg,https://secure.meetupstatic.com/photos/event/3/7/4/2/600_457814146.jpeg,https://secure.meetupstatic.com/photos/event/3/7/4/2/thumb_457814146.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/R-Ladies-Budapest/events
21107834,R-Ladies Connecticut,active,https://www.meetup.com/rladies-connecticut/,rladies-connecticut,"<p>The mission of R-Ladies groups is to increase representation of women in the global R community through establishing local communities providing mentorship, collaborative learning &amp; support. Anyone with an interest in <a href=""https://www.r-project.org/"">R programming</a> is encouraged to participate. It doesn't matter if you never used R or if you are an R expert. Come and join us!</p>
<p>Find us on <a href=""https://twitter.com/RLadiesCT"">Twitter</a></p>
<p><br></p>
<p> <br></p>",1478734165e3,Hartford,US,USA,"Hartford, CT",CT,open,public,41.79,-72.67,60,R-Ladies,US/Eastern,TRUE,,,,,,,,,,,,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,,,,,,,https://api.meetup.com/rladies-connecticut/events
18529799,R Ladies - Twin Cities,active,https://www.meetup.com/RLadiesTC/,RLadiesTC,"<p>R Ladies is a worldwide organization whose mission is to promote gender diversity in the R community.</p>
<p>The R community suffers from an underrepresentation of women* in every area and area of participation, whether as leaders, package developers, conference speakers, conference participants, or users. R Ladies' mission is to achieve proportionate gender representation by encouraging, empowering, educating, and inspiring the&nbsp; minorities currently underrepresented in the R community.<br></p>
<p>*All references to ""women"" or ""female"" are fully inclusive and intersectional. We whole-heartedly welcome trans women, genderqueer women, and non-binary folks of all races and ethnicities. Men who support the mission are welcome to attend meetings as a guest of a member.<br></p>
<br>",1427928185e3,Minneapolis,US,USA,"Minneapolis, MN",MN,open,public,44.94,-93.22,161,Rmateys,US/Central,TRUE,435868808,https://secure.meetupstatic.com/photos/event/7/0/8/8/highres_435868808.jpeg,https://secure.meetupstatic.com/photos/event/7/0/8/8/600_435868808.jpeg,https://secure.meetupstatic.com/photos/event/7/0/8/8/thumb_435868808.jpeg,event,https://secure.meetupstatic.com,245263160,Communicating Your Data Science Results and Wrangling Data,8,1512837e6,-21600000,34,Tech,tech,Tech,292,tech,Tech,Tech,450131949,https://secure.meetupstatic.com/photos/event/2/e/a/d/highres_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/600_450131949.jpeg,https://secure.meetupstatic.com/photos/event/2/e/a/d/thumb_450131949.jpeg,event,https://secure.meetupstatic.com,465677381,https://secure.meetupstatic.com/photos/event/4/3/e/5/highres_465677381.jpeg,https://secure.meetupstatic.com/photos/event/4/3/e/5/600_465677381.jpeg,https://secure.meetupstatic.com/photos/event/4/3/e/5/thumb_465677381.jpeg,event,https://secure.meetupstatic.com,https://api.meetup.com/RLadiesTC/events
